"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_control"	"Conc_treated"	"Fold"	"p.value"	"FDR"	"BL615"	"BL616"	"BL617"	"BL618"	"BL611"	"BL612"	"BL613"	"BL614"
"5745"	"LVXM01046760.1"	8069	8219	151	"*"	1.27042984811906	0.845044424890601	1.59853125724294	-0.00288807402296989	0.37676680921422	0.999980205328981	0.97	0.99	3.41	1.81	5.68	0.95	4.45	1.03
"5746"	"8"	5064553	5064703	151	"*"	0.582479837049186	0	0.999009073284777	-0.00237424687938242	0.376841039503311	0.999980205328981	1.94	0	1.14	0.91	0.95	2.84	1.11	3.09
"5747"	"12"	61166087	61166237	151	"*"	0.641643435736695	0.08274105044723	1.04347219846867	-0.00238780367767078	0.376897531645367	0.999980205328981	0.97	0.99	2.27	0	0.95	0.95	2.23	4.12
"5748"	"6"	69667953	69668103	151	"*"	0.285928224925496	0	0.764736288394443	-0.00204408803531508	0.376992179415357	0.999980205328981	0.97	1.99	0	0	3.79	0.95	0	2.06
"5749"	"6"	93055433	93055583	151	"*"	3.06873947039607	2.83091581318479	3.27285061475254	-0.00424368281900165	0.377068493047589	0.999980205328981	5.83	9.93	4.54	8.16	5.68	6.63	7.8	18.56
"5750"	"6"	71113873	71114023	151	"*"	0.849587061724437	1.22438450220925	0.341886390306091	0.00252323895322183	0.377082446734619	0.999980205328981	2.91	0.99	0	5.44	0	1.89	1.11	2.06
"5751"	"LVXM01047086.1"	21	171	151	"*"	4.86418014056865	4.7508015884661	4.96929405544127	-0.00635270173658946	0.377091882608104	0.999980205328981	31.08	30.79	20.45	25.39	30.3	35.99	31.18	27.83
"5752"	"7"	31797132	31797282	151	"*"	1.39870553174083	0.975001041430044	1.72580893870759	-0.00302262220622483	0.377120217791288	0.999980205328981	0.97	0.99	2.27	3.63	0.95	3.79	3.34	5.15
"5753"	"3"	61064626	61064776	151	"*"	0.577101190919251	0	0.998654047177889	-0.00236206965858227	0.377147440077746	0.999980205328981	0	0.99	1.14	1.81	3.79	0.95	2.23	1.03
"5754"	"19"	33556311	33556461	151	"*"	0.548889008760928	0	1.01385736931706	-0.00226609414130257	0.377222861811818	0.999980205328981	0	0	0	3.63	0.95	2.84	2.23	2.06
"5755"	"2"	31653772	31653922	151	"*"	1.08110690105775	0.645410599849279	1.41528975571895	-0.00272812808894309	0.377256544013384	0.999980205328981	1.94	0	3.41	0.91	3.79	3.79	0	3.09
"5756"	"X"	42797155	42797305	151	"*"	1.80563226666986	1.47427403957839	2.07491935615456	-0.00334337195857017	0.377312910288844	0.999980205328981	2.91	2.98	3.41	1.81	3.79	4.74	1.11	7.22
"5757"	"6"	157020821	157020971	151	"*"	0.310142977976321	0	0.764800883548288	-0.00208007030026337	0.377337203635145	0.999980205328981	0	1.99	1.14	0	2.84	1.89	0	2.06
"5758"	"7"	2297137	2297287	151	"*"	0.29464324686163	0	0.74684559016323	-0.0020880021901551	0.377343512539697	0.999980205328981	0.97	0.99	1.14	0	3.79	1.89	0	1.03
"5759"	"11"	67499566	67499716	151	"*"	0.637312482056869	1.05679484947352	0.0434189496712056	0.0023810497657243	0.377352261980841	0.999980205328981	0.97	0.99	4.54	1.81	0.95	0	1.11	2.06
"5760"	"2"	7292807	7292957	151	"*"	1.92736339505448	1.5701604966382	2.21344410790007	-0.00336711686586148	0.377526199373344	0.999980205328981	2.91	3.97	2.27	2.72	1.89	1.89	4.45	10.31
"5761"	"5"	98170755	98170905	151	"*"	2.63620828667292	2.86279812667159	2.36727690248293	0.00399232400617823	0.377538055550479	0.999980205328981	6.8	5.96	9.09	7.25	5.68	8.52	3.34	3.09
"5762"	"LVXM01048935.1"	34675	34825	151	"*"	2.87844997479858	3.07966692458195	2.64454858604484	0.00405926523035561	0.377547666832643	0.999980205328981	9.71	13.9	1.14	9.07	3.79	9.47	5.57	6.19
"5763"	"16"	94759168	94759318	151	"*"	3.71771860667339	3.8823147618447	3.53189610707921	0.00487664420452168	0.377563423494884	0.999980205328981	17.48	12.91	15.9	12.69	14.2	13.26	3.34	15.46
"5764"	"13"	2554402	2554552	151	"*"	3.96536247365455	4.11226772665147	3.80178454525726	0.00505681996936586	0.377583687950206	0.999980205328981	20.39	7.94	18.18	22.67	20.83	12.31	13.36	9.28
"5765"	"LVXM01049174.1"	315	465	151	"*"	3.72921961953535	3.88673698141427	3.5523720107175	0.00492147592913903	0.377695102610725	0.999980205328981	18.45	16.88	14.77	9.07	15.15	12.31	12.25	7.22
"5766"	"18"	6162296	6162446	151	"*"	1.42745199457134	1.02183031548528	1.74370095810241	-0.00304233054784052	0.377733367973631	0.999980205328981	0.97	3.97	2.27	0.91	1.89	2.84	5.57	3.09
"5767"	"LVXM01046941.1"	2667	2817	151	"*"	2.01702569556509	2.27816025625217	1.69794268564322	0.00345631320637524	0.377758698416507	0.999980205328981	4.86	2.98	3.41	8.16	6.63	0.95	3.34	2.06
"5768"	"16"	29751624	29751774	151	"*"	0.568474736183546	0.998493273254735	0	0.00237498564353495	0.377797404445256	0.999980205328981	2.91	0.99	2.27	1.81	0.95	1.89	0	1.03
"5769"	"LVXM01048368.1"	11645	11795	151	"*"	5.05129146493173	5.1431819276884	4.95314760760961	0.0065497474595517	0.377931537978234	0.999980205328981	32.05	33.76	28.4	47.14	29.35	32.2	34.52	27.83
"5770"	"LVXM01049195.1"	4994	5144	151	"*"	2.31304464914845	2.03446255087098	2.54644086715853	-0.00370130414295445	0.378030055310434	0.999980205328981	1.94	6.95	5.68	1.81	4.73	4.74	6.68	7.22
"5771"	"11"	9264386	9264536	151	"*"	0.33047248287525	0	0.782599258775569	-0.00207055993519643	0.37806676189883	0.999980205328981	0	0	2.27	0.91	0.95	2.84	0	3.09
"5772"	"11"	68427564	68427714	151	"*"	1.36863232619434	0.956488864254744	1.68882120797047	-0.00304498742268212	0.378161503339536	0.999980205328981	2.91	0.99	1.14	2.72	3.79	3.79	2.23	3.09
"5773"	"12"	108744685	108744835	151	"*"	3.0741925835555	2.86062198078194	3.26018571556831	-0.00432921053401928	0.378192600160733	0.999980205328981	8.74	3.97	9.09	7.25	11.36	5.68	8.91	12.37
"5774"	"6"	76474958	76475108	151	"*"	0.589352985390355	1.02937949185735	0	0.00233711517801304	0.378212843485782	0.999980205328981	2.91	2.98	2.27	0	0.95	1.89	0	1.03
"5775"	"11"	14919028	14919178	151	"*"	1.38723291651482	0.975001041430044	1.70747501420435	-0.00303258088795895	0.37835515232552	0.999980205328981	0.97	0.99	2.27	3.63	2.84	2.84	2.23	5.15
"5776"	"LVXM01047469.1"	-36	114	151	"*"	1.37154552197321	0.9485473955223	1.69822899371975	-0.00302182029428994	0.378366364602156	0.999980205328981	0.97	1.99	1.14	3.63	1.89	4.74	2.23	4.12
"5777"	"LVXM01046072.1"	196	346	151	"*"	0.588577094559494	0.998493273254735	0.0138030161415169	0.0024047339427171	0.378501016189592	0.999980205328981	2.91	0.99	2.27	1.81	0.95	0.95	1.11	1.03
"5778"	"13"	19600452	19600602	151	"*"	2.34635945843161	2.05467291727676	2.58887480882333	-0.00373827885675758	0.378511767897044	0.999980205328981	3.88	2.98	3.41	6.35	2.84	9.47	5.57	6.19
"5779"	"8"	90113632	90113782	151	"*"	0.620530204032097	1.03181197354566	0.0430499579199678	0.0023909198192845	0.3785500626612	0.999980205328981	0.97	1.99	3.41	1.81	0.95	0.95	2.23	0
"5780"	"16"	26526426	26526576	151	"*"	1.3871182755298	0.975001041430044	1.70729136975208	-0.00303075455733584	0.378629192835982	0.999980205328981	0.97	0.99	2.27	3.63	4.73	1.89	3.34	3.09
"5781"	"1"	208131435	208131585	151	"*"	1.11625506507978	0.702212035924829	1.43758614868526	-0.00273671114602757	0.378630126764408	0.999980205328981	0.97	0.99	4.54	0	4.73	1.89	1.11	3.09
"5782"	"X"	9535349	9535499	151	"*"	0	0	0.128189620828922	-0.0010254793858245	0.378647686838968	0.999980205328981	0	0	0	0	0	0	3.34	1.03
"5783"	"7"	62709168	62709318	151	"*"	1.9187717496517	1.58906161756356	2.18697095710248	-0.0034192248262608	0.37865750293953	0.999980205328981	0.97	1.99	4.54	4.53	5.68	2.84	5.57	4.12
"5784"	"LVXM01047885.1"	59	209	151	"*"	2.23751806970622	1.95951615646176	2.47050728783886	-0.0036213407592571	0.378780022569329	0.999980205328981	4.86	2.98	6.82	0.91	3.79	7.58	6.68	4.12
"5785"	"LVXM01048242.1"	6779	6929	151	"*"	4.38384220347741	4.25409701782684	4.50287577987257	-0.00567179540153368	0.378780365598842	0.999980205328981	19.42	17.88	18.18	20.85	18.94	30.31	16.7	24.74
"5786"	"LVXM01048814.1"	88	238	151	"*"	2.227977697162	2.48262777844605	1.91853542961745	0.00360503552997929	0.378787848236576	0.999980205328981	7.77	5.96	6.82	1.81	4.73	3.79	5.57	1.03
"5787"	"10"	33082537	33082687	151	"*"	1.24976319786286	1.61223542380613	0.764512490163486	0.00281857778769142	0.37883527602183	0.999980205328981	0	4.97	4.54	2.72	3.79	1.89	1.11	0
"5788"	"LVXM01048436.1"	1018	1168	151	"*"	3.49420222443278	3.66800334823584	3.29655820917742	0.00468482715022444	0.378899229150789	0.999980205328981	13.6	10.92	13.63	12.69	10.42	14.21	3.34	11.34
"5789"	"1"	125006038	125006188	151	"*"	1.02508240249937	1.40581743100335	0.506370935449771	0.00264767101875701	0.3789131991891	0.999980205328981	2.91	4.97	0	2.72	2.84	2.84	0	0
"5790"	"6"	78229248	78229398	151	"*"	1.20081825976145	0.742205891721187	1.54827321102411	-0.00283796191817718	0.378952525408598	0.999980205328981	3.88	0.99	0	1.81	2.84	5.68	1.11	2.06
"5791"	"14"	125539290	125539440	151	"*"	1.25142488555842	1.58477470596974	0.817147905099383	0.00290409188073002	0.378998155039951	0.999980205328981	3.88	1.99	3.41	2.72	0	2.84	1.11	3.09
"5792"	"2"	185236748	185236898	151	"*"	0.591978898771343	1.03324905516579	0	0.00232510374768016	0.37902099797434	0.999980205328981	1.94	3.97	2.27	0	0.95	1.89	0	1.03
"5793"	"2"	11678908	11679058	151	"*"	0.591978898771343	1.03324905516579	0	0.00232510374766157	0.379020997977763	0.999980205328981	1.94	3.97	2.27	0	0.95	1.89	0	1.03
"5794"	"5"	88148879	88149029	151	"*"	0.594150590598094	1.02183031548528	0	0.00235594141565315	0.379100993044016	0.999980205328981	0.97	3.97	2.27	0.91	0.95	1.89	1.11	0
"5795"	"17"	930136	930286	151	"*"	0.570441238832021	1.0164775318343	0	0.00232468898527679	0.379119486264058	0.999980205328981	0.97	0.99	3.41	2.72	1.89	1.89	0	0
"5796"	"LVXM01048850.1"	2916	3066	151	"*"	1.22202154404406	0.799938303189604	1.54816062622859	-0.00288486061802525	0.379129793950808	0.999980205328981	1.94	2.98	1.14	0.91	5.68	2.84	1.11	2.06
"5797"	"LVXM01048137.1"	42736	42886	151	"*"	3.36423387862152	3.16895793749128	3.53620179528799	-0.00453869638027819	0.379153117029929	0.999980205328981	4.86	10.92	10.22	9.97	8.52	10.42	8.91	18.56
"5798"	"6"	18524895	18525045	151	"*"	1.39320280788093	0.990780298986122	1.70750861982857	-0.00303866805659434	0.379202810719217	0.999980205328981	0.97	1.99	2.27	2.72	1.89	3.79	2.23	5.15
"5799"	"19"	4722679	4722829	151	"*"	3.36146685986053	3.52758570718502	3.17370069997954	0.00457655280524661	0.379222934970461	0.999980205328981	9.71	11.92	9.09	15.41	13.26	5.68	8.91	8.25
"5800"	"2"	20248417	20248567	151	"*"	1.7964050996374	2.07632222356261	1.44877661200858	0.00335383890819259	0.379301671245861	0.999980205328981	2.91	3.97	4.54	5.44	2.84	2.84	1.11	4.12
"5801"	"3"	86508825	86508975	151	"*"	1.26032061278773	1.58906161756356	0.833856276884035	0.00291111735687337	0.379346426449204	0.999980205328981	0.97	1.99	4.54	4.53	1.89	0.95	2.23	2.06
"5802"	"9"	10994006	10994156	151	"*"	0.590552847927917	1.0164775318343	0	0.00236115306374026	0.379462885075745	0.999980205328981	0.97	0.99	3.41	2.72	0.95	1.89	1.11	0
"5803"	"7"	56881009	56881159	151	"*"	1.24471057642557	1.57434016884109	0.81674517588351	0.00290940894127707	0.379550021932536	0.999980205328981	3.88	0.99	3.41	3.63	2.84	0.95	2.23	1.03
"5804"	"LVXM01049042.1"	1960	2110	151	"*"	1.25084050590514	1.59416096896121	0.799428690068782	0.00286947347767316	0.379606742535053	0.999980205328981	2.91	0.99	4.54	3.63	3.79	0.95	2.23	0
"5805"	"5"	86914096	86914246	151	"*"	6.92074111337577	6.97417539611699	6.86525136727686	0.00963340764138887	0.379656210611552	0.999980205328981	124.31	131.09	103.37	144.15	106.04	124.07	126.95	109.27
"5806"	"6"	4300955	4301105	151	"*"	0	0.0529880103034987	0	0.00105327963170743	0.379739230303213	0.999980205328981	0.97	0	2.27	0.91	0	0	0	0
"5807"	"X"	89604901	89605051	151	"*"	0	0.0529880103034987	0	0.00105327963170743	0.379739230303213	0.999980205328981	0.97	0	2.27	0.91	0	0	0	0
"5808"	"6"	114287963	114288113	151	"*"	0.602153730931071	0.0529880103034987	0.998954157804061	-0.00238026201678153	0.379853811827995	0.999980205328981	0.97	0	2.27	0.91	1.89	1.89	1.11	3.09
"5809"	"4"	154951053	154951203	151	"*"	2.37507996949527	2.10307978445063	2.60384257601475	-0.00376410134851509	0.379896196970459	0.999980205328981	2.91	4.97	5.68	3.63	3.79	5.68	5.57	9.28
"5810"	"1"	104716298	104716448	151	"*"	1.3807756066727	0.958002928700319	1.70732497965428	-0.00300653853435212	0.379931925651367	0.999980205328981	3.88	2.98	0	0.91	3.79	2.84	3.34	3.09
"5811"	"3"	142465916	142466066	151	"*"	0.625642941326749	1.03930923427399	0.0434189496712056	0.00237175525888843	0.379986330146084	0.999980205328981	2.91	0.99	3.41	0.91	0.95	0	1.11	2.06
"5812"	"16"	72124228	72124378	151	"*"	1.81879561609344	2.09209727887567	1.48132831726824	0.00335651840369591	0.380073643030465	0.999980205328981	4.86	1.99	5.68	4.53	2.84	1.89	3.34	3.09
"5813"	"3"	42520908	42521058	151	"*"	1.8188111712307	2.09209727887567	1.48136762591089	0.00335643797578339	0.380084089757979	0.999980205328981	4.86	1.99	5.68	4.53	1.89	2.84	3.34	3.09
"5814"	"3"	20779542	20779692	151	"*"	1.66373845863715	1.95047875958811	1.30550475905419	0.00322269240464807	0.380102341708816	0.999980205328981	4.86	1.99	2.27	6.35	3.79	2.84	2.23	1.03
"5815"	"14"	109419007	109419157	151	"*"	0.563283616148705	0.990780298986122	0	0.0023611340815331	0.380134646059381	0.999980205328981	0.97	1.99	2.27	2.72	0.95	1.89	0	1.03
"5816"	"X"	108211700	108211850	151	"*"	3.6716501527977	3.82207576847368	3.50369457608282	0.00487011408306892	0.380152571976743	0.999980205328981	9.71	19.86	12.5	14.51	11.36	9.47	11.14	13.4
"5817"	"8"	55098520	55098670	151	"*"	1.2372034141238	1.5622998772313	0.816869789259991	0.00291541722426043	0.380155503443138	0.999980205328981	1.94	3.97	2.27	3.63	0.95	2.84	2.23	1.03
"5818"	"X"	107504249	107504399	151	"*"	0.591240845351722	1.00244645738045	0.013911720444948	0.00238488300740695	0.380234461234111	0.999980205328981	1.94	1.99	2.27	1.81	0	1.89	1.11	1.03
"5819"	"3"	44123797	44123947	151	"*"	1.23198029740141	0.774403997621994	1.57884234638634	-0.00281681604465695	0.380288911123902	0.999980205328981	4.86	1.99	0	0	1.89	4.74	2.23	3.09
"5820"	"5"	22848157	22848307	151	"*"	3.53753939639652	3.34012438161976	3.71116347613264	-0.004673340332497	0.3802952906822	0.999980205328981	8.74	7.94	10.22	13.6	6.63	11.37	18.93	15.46
"5821"	"15"	47484264	47484414	151	"*"	1.40342016533282	1.01792996196998	1.70732497965428	-0.003053119792858	0.38037875046904	0.999980205328981	1.94	2.98	2.27	0.91	3.79	2.84	3.34	3.09
"5822"	"5"	110336172	110336322	151	"*"	2.57015143027707	2.78486748248078	2.31779578098193	0.00394318064013596	0.380630679367487	0.999980205328981	7.77	5.96	5.68	8.16	5.68	4.74	3.34	6.19
"5823"	"6"	60752589	60752739	151	"*"	1.24819358204771	1.57964201043883	0.817147905099383	0.00289280973920058	0.38065433467137	0.999980205328981	1.94	2.98	3.41	3.63	0	2.84	1.11	3.09
"5824"	"11"	47232873	47233023	151	"*"	1.20299416954184	1.54900058335123	0.746910991323392	0.00286811568067648	0.380710645681357	0.999980205328981	2.91	1.99	2.27	4.53	2.84	2.84	0	1.03
"5825"	"LVXM01047907.1"	406	556	151	"*"	3.49340112373527	3.30646398433595	3.65887095158651	-0.00470693130723816	0.38076541478439	0.999980205328981	12.62	9.93	7.95	9.07	8.52	15.15	14.48	12.37
"5826"	"LVXM01046437.1"	4951	5101	151	"*"	2.82612404962924	3.0336332905777	2.5836714748043	0.00404940797855726	0.380781695458278	0.999980205328981	2.91	11.92	7.95	9.97	8.52	5.68	6.68	3.09
"5827"	"6"	98580396	98580546	151	"*"	2.20038272759759	2.45795517127332	1.88660899805924	0.00358173859360413	0.380788859776269	0.999980205328981	2.91	7.94	5.68	5.44	1.89	7.58	2.23	3.09
"5828"	"8"	8168840	8168990	151	"*"	1.30125141337775	1.62482126066165	0.883473501545896	0.00289087707433035	0.380830210924913	0.999980205328981	2.91	3.97	4.54	0.91	0.95	0.95	4.45	1.03
"5829"	"7"	65636180	65636330	151	"*"	0.247589442729309	0	0.747041784749969	-0.00197716777577599	0.381057820568955	0.999980205328981	0.97	0	0	1.81	0.95	4.74	0	1.03
"5830"	"3"	142337075	142337225	151	"*"	1.2596364660339	1.57797851892846	0.850555966108072	0.0029136200836409	0.381078514632275	0.999980205328981	3.88	3.97	2.27	1.81	0.95	1.89	3.34	1.03
"5831"	"X"	14216295	14216445	151	"*"	1.24067690966307	1.57797851892846	0.799647137343615	0.00287040355923051	0.381191506643632	0.999980205328981	3.88	3.97	2.27	1.81	3.79	0	1.11	2.06
"5832"	"5"	34846553	34846703	151	"*"	0.618804114958716	1.05820727172898	0	0.00230019557823418	0.381201466454236	0.999980205328981	1.94	2.98	3.41	0	1.89	0	0	2.06
"5833"	"2"	107466150	107466300	151	"*"	1.26165282925077	0.837857348703093	1.58881030632888	-0.00284718248879581	0.381298798839229	0.999980205328981	3.88	0.99	2.27	0	4.73	0.95	2.23	4.12
"5834"	"5"	46909311	46909461	151	"*"	1.89218567668832	1.5418791016499	2.17383361750577	-0.00335285797135652	0.38134088604844	0.999980205328981	6.8	0.99	1.14	2.72	4.73	3.79	3.34	6.19
"5835"	"10"	49381703	49381853	151	"*"	1.37903755402712	0.937736053985372	1.71649756801137	-0.00295563500701306	0.381433348616875	0.999980205328981	4.86	0.99	0	1.81	1.89	4.74	4.45	2.06
"5836"	"12"	17963795	17963945	151	"*"	2.12247105097728	2.38585189041833	1.80002314964985	0.00347472343734089	0.381504053084199	0.999980205328981	3.88	7.94	4.54	4.53	2.84	2.84	0	8.25
"5837"	"X"	34979104	34979254	151	"*"	1.976476560494	1.63270944765099	2.25388878554018	-0.00345066987153818	0.381656637054031	0.999980205328981	1.94	2.98	1.14	6.35	4.73	4.74	4.45	5.15
"5838"	"16"	12684099	12684249	151	"*"	1.37025768491496	0.960558673629411	1.68897317913068	-0.00300711849711939	0.381702372324239	0.999980205328981	1.94	1.99	1.14	2.72	2.84	3.79	1.11	5.15
"5839"	"7"	59035558	59035708	151	"*"	0.629374740098801	0.0752535376901966	1.02874077212001	-0.00235303804985402	0.38171293917287	0.999980205328981	1.94	0	2.27	0	0.95	1.89	2.23	3.09
"5840"	"6"	32753510	32753660	151	"*"	1.22934528757021	1.60021228473758	0.728862694668672	0.0027644590479397	0.381859058949216	0.999980205328981	5.83	1.99	3.41	0.91	1.89	4.74	0	0
"5841"	"LVXM01046452.1"	5732	5882	151	"*"	1.77462489137606	2.06216017345301	1.41514719223008	0.0033025915260521	0.381899541586433	0.999980205328981	3.88	3.97	3.41	5.44	3.79	4.74	1.11	1.03
"5842"	"LVXM01046295.1"	1059	1209	151	"*"	3.40000390587778	3.21662966993508	3.56267683801002	-0.00459139226528452	0.382020393072593	0.999980205328981	6.8	12.91	10.22	7.25	14.2	8.52	11.14	13.4
"5843"	"X"	41259495	41259645	151	"*"	1.22652583127523	0.811572857291649	1.54840320860827	-0.00285728542651949	0.382261896746807	0.999980205328981	1.94	0.99	2.27	1.81	2.84	4.74	0	4.12
"5844"	"10"	74706214	74706364	151	"*"	0.309989635570947	0	0.764577095338214	-0.00204211953572906	0.382308801002898	0.999980205328981	0	1.99	1.14	0	2.84	2.84	1.11	0
"5845"	"1"	52253166	52253316	151	"*"	0.293949723025548	0.765390881259432	0	0.00203165309302517	0.38234669028108	0.999980205328981	2.91	2.98	0	0.91	0.95	0	0	2.06
"5846"	"11"	2682371	2682521	151	"*"	1.27524317494133	1.60296639699052	0.850495098739915	0.00287113104386188	0.382388703060781	0.999980205328981	0.97	5.96	3.41	1.81	1.89	0.95	3.34	1.03
"5847"	"17"	10907751	10907901	151	"*"	1.25661354849337	1.58311712556539	0.833917850293463	0.00287947923355827	0.382431603250409	0.999980205328981	5.83	2.98	2.27	0.91	0.95	1.89	2.23	2.06
"5848"	"7"	114044950	114045100	151	"*"	0.607873812173449	0.0409571837253289	1.01380301614152	-0.00234081939516165	0.382483138548211	0.999980205328981	0	2.98	1.14	0	1.89	1.89	2.23	2.06
"5849"	"7"	63185357	63185507	151	"*"	0.268127069350635	0.728222376315121	0	0.00205799211448351	0.382539154043555	0.999980205328981	2.91	0.99	0	2.72	0.95	0.95	1.11	0
"5850"	"X"	173079986	173080136	151	"*"	3.04476429657894	2.82142011330974	3.23812278414585	-0.00423821576206681	0.382546890840665	0.999980205328981	7.77	8.94	3.41	8.16	6.63	14.21	5.57	11.34
"5851"	"LVXM01047929.1"	870	1020	151	"*"	4.1845660373872	4.31216297664966	4.0445793331061	0.00543965053722861	0.382581608422894	0.999980205328981	21.37	15.89	20.45	21.76	17.04	18.94	15.59	14.43
"5852"	"LVXM01048391.1"	1000	1150	151	"*"	1.90395560314449	2.20221616126673	1.52752110542149	0.00333338736341865	0.382590997652596	0.999980205328981	2.91	5.96	6.82	2.72	4.73	4.74	0	2.06
"5853"	"18"	71982573	71982723	151	"*"	0.296972257421687	0.770036179792849	0	0.00202344006704894	0.382591868868916	0.999980205328981	1.94	3.97	0	0.91	1.89	0	1.11	0
"5854"	"8"	112112491	112112641	151	"*"	3.10157304788234	2.88972680424451	3.28625758998241	-0.00431205321887151	0.382840210172955	0.999980205328981	4.86	5.96	7.95	10.88	8.52	10.42	6.68	13.4
"5855"	"10"	120641140	120641290	151	"*"	1.68585258602698	1.97120397714815	1.32978806350227	0.00318385086541036	0.382886315016012	0.999980205328981	7.77	4.97	1.14	1.81	2.84	1.89	2.23	3.09
"5856"	"LVXM01049808.1"	485	635	151	"*"	3.29320481882956	3.47213755035039	3.08889511389756	0.00448149707912092	0.38295778078453	0.999980205328981	14.57	8.94	13.63	7.25	9.47	9.47	8.91	6.19
"5857"	"12"	18984720	18984870	151	"*"	2.64521020713777	2.86171046403615	2.3903846112751	0.00395695835417724	0.382985631915932	0.999980205328981	7.77	4.97	9.09	7.25	4.73	7.58	5.57	3.09
"5858"	"14"	108492690	108492840	151	"*"	1.23421388667063	1.56749453180549	0.800054667204625	0.0028661023869401	0.383020557007824	0.999980205328981	3.88	2.98	2.27	2.72	0.95	1.89	0	4.12
